,avg_coop,avg_def
0,50.0,50.0
1,36.6,63.4
2,31.6,68.4
3,29.1,70.9
4,26.9,73.1
5,25.88888888888889,74.11111111111111
6,24.142857142857142,75.85714285714286
7,22.0,78.0
8,20.4,79.6
9,20.25,79.75
10,21.0,79.0
